namespace,key,context,tr
page.kvkk,meta_title,metadata,KVKK Aydınlatma Metni — 6698 Sayılı Kanun | Trip and Tick
page.kvkk,meta_title_2,metadata,KVKK Aydınlatma Metni
page.kvkk,musteri_destegi_sikayet_talep,jsx,"Müşteri desteği, şikayet ve talep yönetimi."
page.kvkk,noter_ihtarnamesi,jsx,Noter ihtarnamesi:
page.kvkk,odeme_saglayicisi_stripe_pci_dss,jsx,Ödeme sağlayıcısı (Stripe — PCI-DSS).
page.kvkk,olarak_kisisel_verilerin,jsx,"olarak Kişisel Verilerin Korunması Kurulu'nun ilkelerine uygun davrandığımızı
            beyan ederiz."
page.kvkk,operatore_rezervasyon_bildirimi,jsx,Operatöre rezervasyon bildirimi ve hizmet teslimatı.
page.kvkk,otomatik_sistemlerle_analiz,jsx,Otomatik sistemlerle analiz edilmesi sonucu aleyhine bir sonuç çıkmasına itiraz etme.
page.kvkk,pagehero_description_6698_sayili,PageHero@description,6698 Sayılı Kişisel Verilerin Korunması Kanunu kapsamında veri sorumlusu sıfatıyla yasal bilgilendirme.
page.kvkk,pagehero_highlight_aydinlatma_metni,PageHero@highlight,Aydınlatma Metni
page.kvkk,pazarlama_amacli_kayitlar_riza,jsx,Pazarlama amaçlı kayıtlar: rıza geri çekilene kadar.
page.kvkk,pazarlama_iletisimi_yalnizca,jsx,Pazarlama iletişimi (yalnızca açık onay halinde).
page.kvkk,posta_servisi_brevo_yurt_ici,jsx,E-posta servisi (Brevo) — yurt içi.
page.kvkk,resmi_kayitli_yontem,jsx,resmi kayıtlı yöntem.
page.kvkk,rezervasyon_isleme_odeme,jsx,"Rezervasyon işleme, ödeme tahsilatı, fatura düzenleme."
page.kvkk,saklama_sureleri,jsx,5. Saklama Süreleri
page.kvkk,sayfamiza_bakabilirsiniz,jsx,sayfamıza bakabilirsiniz.
page.kvkk,sikayet_hakki,jsx,8. Şikayet Hakkı
page.kvkk,sozlesme_iliskisi_devam_ettigi,jsx,Sözleşme ilişkisi devam ettiği sürece ve devamında 10 yıl.
page.kvkk,sozlesmenin_kurulmasi_ifasi,jsx,Sözleşmenin kurulması veya ifası için zorunlu olması (m.5/2-c).
page.kvkk,trip_tick_turizm_seyahat,jsx,Trip and Tick Turizm ve Seyahat Acentası Limited Şirketi
page.kvkk,ucretsiz_olarak_yanitlanir,jsx,ücretsiz olarak yanıtlanır.
page.kvkk,vergi_mevzuati_kapsamindaki,jsx,Vergi mevzuatı kapsamındaki belgeler: 5 yıl.
page.kvkk,veri_guvenligi_dolandiricilik,jsx,"Veri güvenliği, dolandırıcılık önleme."
page.kvkk,veri_sahibi_sifatiyla_asagidaki,jsx,Veri sahibi sıfatıyla aşağıdaki haklara sahipsiniz:
page.kvkk,veri_sahibinin_haklari_kvkk_11,jsx,6. Veri Sahibinin Hakları (KVKK m.11)
page.kvkk,veri_sorumlusu,jsx,1. Veri Sorumlusu
page.kvkk,veri_sorumlusunun_mesru,jsx,"Veri sorumlusunun meşru menfaati (m.5/2-f) — analitik, güvenlik."
page.kvkk,verileriniz_asagidaki_alici,jsx,Verileriniz aşağıdaki alıcı gruplarına KVKK m.8 ve m.9 uyarınca aktarılabilir:
page.kvkk,yasal_saklama_suresi_sonunda,jsx,Yasal saklama süresi sonunda veriler güvenli yöntemle imha edilir.
page.kvkk,yasal_yukumluluklerin_yerine,jsx,"Yasal yükümlülüklerin yerine getirilmesi (vergi, TÜRSAB)."
page.kvkk,yetkili_kamu_kurumlari_yasal,jsx,Yetkili kamu kurumları (yasal talep halinde).
page.kvkk,yurt_ici_disinda_verilerin,jsx,Yurt içi/dışında verilerin aktarıldığı 3. kişileri bilme.
page.kvkk,yururluk_tarihi_mayis_2026_son,jsx,Yürürlük tarihi: 1 Mayıs 2026 · Son güncelleme: 15 Mayıs 2026
page.offline,ana_sayfa,jsx,Ana Sayfa
page.offline,anda_cevrimdisisiniz_daha_once,jsx,"Şu anda çevrimdışısınız. Daha önce ziyaret ettiğiniz sayfalar
          önbellekten görüntülenebilir. Bağlantınızı kontrol edip tekrar
          deneyin."
page.offline,internet_baglantisi_yok,jsx,İnternet Bağlantısı Yok
page.offline,meta_desc,metadata,İnternet bağlantınız bulunamadı. Daha önce ziyaret ettiğiniz sayfalar önbellekten görüntülenebilir.
page.offline,meta_title,metadata,Çevrimdışı — İnternet Bağlantısı Yok | Trip and Tick
page.offline,trip_tick_kapadokya_balon_turu,jsx,Trip and Tick — Kapadokya Balon Turu
page.offline,yeniden_dene,jsx,Yeniden Dene
page.operatorler,detaylari_gor,jsx,Detayları Gör
page.operatorler,meta_desc,metadata,"Trip and Tick'in 9+ TÜRSAB lisanslı anlaşmalı balon operatörü. SHGM sertifikalı pilotlar, EASA standartları, yıllık 250.000+ yolcu kapasitesi."
page.operatorler,meta_title,metadata,Anlaşmalı Balon Operatörleri | Trip and Tick
page.operatorler,pagehero_tag_operatorler,PageHero@tag,Operatörler
page.operatorler,pagehero_title_anlasmali,PageHero@title,Anlaşmalı
page.operatorler,sektorel_standartlar,jsx,Sektörel Standartlar
page.operatorler,shgm_lisansli_easa_sertifikali,jsx,"SHGM Lisanslı, EASA Sertifikalı"
page.operatorler,tum_operatorlerimiz_easa_part,jsx,"Tüm operatörlerimiz EASA Part-BOP standartlarına uygun yıllık bakım
              programı uygular, SHGM sertifikalı pilot kadrosu çalıştırır ve
              uluslararası seyahat sigortası ile uçuş gerçekleştirir."
page.operatorler,yil,jsx,+ yıl)
page.operatorler.id,40m_eur_ucuncu_sahis_sorumluluk,jsx,40M EUR Üçüncü Şahıs Sorumluluk Sigortası
page.operatorler.id,balon_paketleri,jsx,Balon Paketleri
page.operatorler.id,easa_part_bop_balloon_operations,jsx,EASA Part-BOP Balloon Operations
page.operatorler.id,hakkinda,jsx,Hakkında
page.operatorler.id,keyvalue_label_kurulus,KeyValue@label,Kuruluş
page.operatorler.id,keyvalue_label_pilot_kadrosu,KeyValue@label,Pilot Kadrosu
page.operatorler.id,keyvalue_label_shgm_lisansi,KeyValue@label,SHGM Lisansı
page.operatorler.id,kunye,jsx,Künye
page.operatorler.id,meta_title,metadata,Operator bulunamadı | Trip and Tick
page.operatorler.id,misafir_yorumlari,jsx,Misafir Yorumları
page.operatorler.id,operator_lisans,jsx,Operatör · Lisans
page.operatorler.id,operatorun_gerceklestirdigi,jsx,Bu operatörün gerçekleştirdiği
page.operatorler.id,paket_arasindan_secim,jsx,"paket arasından
                  seçim yapabilirsiniz."
page.operatorler.id,paketleri_gor,jsx,Paketleri Gör
page.operatorler.id,rezervasyon,jsx,Rezervasyon
page.operatorler.id,shgm_ticari_hava_araci_isletme,jsx,SHGM Ticari Hava Aracı İşletme Sertifikası
page.operatorler.id,tursab_uyeligi,jsx,TÜRSAB üyeliği
page.operatorler.id,ucmak_trip_tick_uzerinden_tek,jsx,"ile uçmak için Trip and Tick üzerinden tek tıkla
                rezervasyon yapabilirsiniz."
page.operatorler.id,ucus_yapan_misafirlerden_secili,jsx,ile uçuş yapan misafirlerden seçili yorumlar.
page.operatorler.id,uzmanlik_alanlari,jsx,Uzmanlık Alanları
page.operatorler.id,yil,jsx,+ yıl)
page.oteller,50_partner_otel_anlasmamiz_var,jsx,"50+ partner otel ile anlaşmamız var. İhtiyacınıza özel öneri için bizimle
              iletişime geçin — bütçenize uygun en doğru otel bulalım."
page.oteller,daha_fazla_otel_secenegi_yakinda,jsx,Daha fazla otel seçeneği yakında
page.oteller,meta_desc,metadata,"Kapadokya mağara otelleri, butik konaklamalar ve aile otelleri. Göreme & Ürgüp merkezli seçenekler — en uygun fiyat, anında onay."
page.oteller,meta_desc_2,metadata,"Mağara otelleri, butik & aile otelleri — Göreme & Ürgüp."
page.oteller,meta_og_alt,metadata,Kapadokya Otelleri — Trip and Tick
page.oteller,meta_title,metadata,Kapadokya Otel Rezervasyonu — Mağara Otel & Butik | Trip and Tick
page.oteller,meta_title_2,metadata,Kapadokya Otel Rezervasyonu
page.oteller,ozel_otel_talebi_gonder,jsx,Özel Otel Talebi Gönder
page.oteller,pagehero_description_unesco_mirasi,PageHero@description,"UNESCO mirası bölgede otantik mağara odalı butik oteller. Kahvaltı, Wi-Fi, klima dahil. Göreme, Ürgüp ve Nevşehir merkezleri."
page.oteller,pagehero_highlight_magara_otelleri,PageHero@highlight,Mağara Otelleri
page.oteller,pagehero_title_kapadokya,PageHero@title,Kapadokya
page.oteller.slug,degerlendirme,jsx,değerlendirme)
page.oteller.slug,diger_otel_seceneklerini_gor,jsx,← Diğer otel seçeneklerini gör
page.oteller.slug,meta_title,metadata,Otel Bulunamadı
page.oteller.slug,otel_musaitligi_guncel_fiyat,jsx,"Otel müsaitliği ve güncel fiyat tarihe göre değişir. Yan formu doldurun — sizi 24 saat içinde
                  arayarak"
page.oteller.slug,otel_rezervasyonu_telefon_posta,jsx,Otel rezervasyonu telefon / e-posta ile
page.oteller.slug,paylasacagiz_acil_iletisim,jsx,"paylaşacağız. Acil iletişim için
                  doğrudan telefon veya WhatsApp."
page.oteller.slug,uygun_secenekler_musaitlik,jsx,"uygun seçenekler, müsaitlik ve fiyat teklifi"
page.paketler,meta_desc,metadata,"Kapadokya tam gün paketler, balayı, aile, macera ve evlilik teklifi paketleri. Tek rezervasyonda balon + otel + tur — avantajlı fiyat."
page.paketler,meta_desc_2,metadata,"Balayı, aile, macera paketleri — balon + otel + tur tek rezervasyon."
page.paketler,meta_og_alt,metadata,Kapadokya Tatil Paketleri — Trip and Tick
page.paketler,meta_title,metadata,"Kapadokya Tatil Paketleri — Balayı, Aile, Macera | Trip and Tick"
page.paketler,meta_title_2,metadata,Kapadokya Tatil Paketleri
page.paketler,pagehero_description_balon_otel,PageHero@description,"Balon + otel + tur tek rezervasyonda. Balayı, aile, macera, evlilik teklifi ve kurumsal etkinlik paketleri — ayrı ayrı rezerve etmekten %20-30 daha ucuz."
page.paketler,pagehero_highlight_kombo_paketleri,PageHero@highlight,Kombo Paketleri
page.paketler,pagehero_tag_ozel_paketler,PageHero@tag,Özel Paketler
page.paketler,pagehero_title_kapadokya,PageHero@title,Kapadokya
page.rezervasyon.basarili,meta_desc,metadata,Rezervasyonunuz başarıyla tamamlandı.
page.rezervasyon.basarili,meta_title,metadata,Rezervasyon Onaylandı | Trip and Tick
page.rezervasyon.iptal,meta_desc,metadata,Ödeme işleminiz tamamlanmadı. Tekrar deneyebilirsiniz.
page.rezervasyon.iptal,meta_title,metadata,Ödeme İptal Edildi | Trip and Tick
page.rezervasyon.iptal,odeme_iptal_edildi,jsx,Ödeme İptal Edildi
page.rezervasyon.iptal,odeme_isleminiz_tamamlanmadi,jsx,"Ödeme işleminiz tamamlanmadı, rezervasyonunuz oluşturulmadı.
          Endişelenmeyin — kartınızdan herhangi bir ücret çekilmedi."
page.rezervasyon.iptal,rezervasyon_bilgileriniz,jsx,"Rezervasyon bilgileriniz tarayıcınızda saklı.
            Tekrar denediğinizde kaldığınız yerden devam edebilirsiniz."
page.rezervasyon.iptal,sorun_yasiyorsaniz,jsx,Sorun yaşıyorsanız:
page.rezervasyon.iptal,tekrar_dene,jsx,Tekrar Dene
page.rezervasyon.iptal,whatsapp_destek,jsx,WhatsApp Destek
page.rezervasyon.yeniden_tarih.token,link_gecersiz,jsx,Link Geçersiz
page.rezervasyon.yeniden_tarih.token,meta_desc,metadata,İptal edilen rezervasyonunuz için alternatif tarih seçin veya tam iade isteyin.
page.rezervasyon.yeniden_tarih.token,meta_title,metadata,Rezervasyon — Yeni Tarih veya İade | Trip and Tick
page.rezervasyon.yeniden_tarih.token,whatsapp_iletisim,jsx,WhatsApp ile İletişim
page.sss,cevabini_bulamadin,jsx,Cevabını bulamadın mı?
page.sss,ekibimiz_24_whatsapp_ta_sorunuzu,jsx,"Ekibimiz 7/24 WhatsApp'ta. Sorunuzu yazın, anında yanıt alın."
page.sss,meta_desc,metadata,"Kapadokya balon turu fiyatı, yaş sınırı, iptal politikası, ödeme yöntemleri ve diğer sık sorulan sorulara hızlı cevaplar. AI search optimize."
page.sss,meta_desc_2,metadata,"Balon turu, fiyat, yaş, iptal, ödeme — hızlı cevaplar."
page.sss,meta_og_alt,metadata,SSS — Trip and Tick
page.sss,meta_title,metadata,Sık Sorulan Sorular — Kapadokya Balon Turu SSS | Trip and Tick
page.sss,meta_title_2,metadata,Sık Sorulan Sorular
page.sss,pagehero_description_kapadokya_tatili,PageHero@description,"Kapadokya tatili, balon turu rezervasyonu, ödeme ve iptal politikası hakkında en sık sorulan soruların hızlı cevapları."
page.sss,pagehero_highlight_sorulan_sorular,PageHero@highlight,Sorulan Sorular
page.sss,pagehero_title_sik,PageHero@title,Sık
page.sss,whatsapp_sor,jsx,WhatsApp ile Sor
page.transferler,meta_desc,metadata,"Nevşehir (NAV) ve Kayseri (ASR) havalimanı transferleri. Özel araç, minibüs ve VIP seçenekleri. 7/24 hizmet, sabit fiyat, anında rezervasyon."
page.transferler,meta_desc_2,metadata,"Nevşehir (NAV) & Kayseri (ASR) — 7/24, sabit fiyat."
page.transferler,meta_og_alt,metadata,Kapadokya Havalimanı Transfer — Trip and Tick
page.transferler,meta_title,metadata,Kapadokya Havalimanı Transfer — Nevşehir & Kayseri | Trip and Tick
page.transferler,meta_title_2,metadata,Kapadokya Havalimanı Transfer
page.transferler,pagehero_description_nevsehir_nav,PageHero@description,"Nevşehir (NAV) 30-45 dk ve Kayseri (ASR) 60-75 dk transfer hizmetleri. Özel araç, minibüs, VIP seçenekleri. Sabit fiyat — sürpriz yok."
page.transferler,pagehero_highlight_ozel_transfer,PageHero@highlight,Özel Transfer
page.transferler,pagehero_title_havalimani,PageHero@title,Havalimanı
page.turlar,meta_desc,metadata,"Kapadokya'nın en popüler gezi turları: Kırmızı Tur (Göreme + Uçhisar), Yeşil Tur (Ihlara + Derinkuyu), gün batımı ve fotoğraf turları. Rehberli, transfer dahil."
page.turlar,meta_desc_2,metadata,"Kırmızı, Yeşil, Gün Batımı turları — rehberli, transfer dahil."
page.turlar,meta_og_alt,metadata,Kapadokya Gezi Turları — Trip and Tick
page.turlar,meta_title,metadata,"Kapadokya Gezi Turları — Kırmızı, Yeşil, Gün Batımı | Trip and Tick"
page.turlar,meta_title_2,metadata,Kapadokya Gezi Turları
page.turlar,pagehero_description_unesco_dunya,PageHero@description,"UNESCO Dünya Mirası bölgesinin en önemli noktalarını profesyonel rehber eşliğinde keşfedin. Kırmızı, Yeşil, gün batımı ve özel fotoğraf turları."
page.turlar,pagehero_highlight_klasik_turlari,PageHero@highlight,Klasik Turları
page.turlar,pagehero_tag_gezi_turlari,PageHero@tag,Gezi Turları
page.turlar,pagehero_title_kapadokya,PageHero@title,Kapadokya
page.yorum,deneyiminizi_paylasin,jsx,Deneyiminizi Paylaşın
page.yorum,featurecard_text_24_saat,FeatureCard@text,24 saat içinde onay.
page.yorum,featurecard_text_detayli_puanlama,FeatureCard@text,Detaylı puanlama.
page.yorum,featurecard_text_gercek_musteri,FeatureCard@text,Gerçek müşteri deneyimleri.
page.yorum,featurecard_title_dogrulanmis,FeatureCard@title,Doğrulanmış
page.yorum,featurecard_title_yildiz,FeatureCard@title,5 Yıldız
page.yorum,meta_desc,metadata,Trip and Tick deneyiminizi paylaşın. Yorumunuz 24 saat içinde moderatör onayından sonra yayınlanır.
page.yorum,meta_title,metadata,Yorumunuzu Yazın | Trip and Tick
page.yorum,musteri_yorumu,jsx,Müşteri Yorumu
page.yorum,trip_tick_yasadiginiz_tatil,jsx,"Trip and Tick ile yaşadığınız tatil deneyimini diğer misafirlerimizle
            paylaşın. Yorumunuz 24 saat içinde yayınlanır."
